2013-03-04,0,-19.0
2013-03-04,1,0.0
2013-03-04,2,0.0
2013-03-04,3,1.0
2013-03-04,4,-12.0
2013-03-04,5,-317.0
2013-03-04,6,8.0
2013-03-04,7,4.0
2013-03-04,8,-2.0
2013-03-04,9,-3.0
2013-03-04,10,0.0
2013-03-04,11,0.0
2013-03-04,12,18.0
2013-03-04,13,0.0
2013-03-04,14,4.0
2013-03-04,15,0.0
2013-03-04,16,3.0
2013-03-04,17,-20.0
2013-03-04,18,5.0
2013-03-04,19,2.0
2013-03-04,20,3.0
2013-03-04,21,4.0
2013-03-04,22,0.0
2013-03-04,23,-9.0
2013-03-05,0,-23.0
2013-03-05,1,0.0
2013-03-05,2,-1.0
2013-03-05,3,0.0
2013-03-05,4,-18.0
2013-03-05,5,-590.0
2013-03-05,6,5.0
2013-03-05,7,3.0
2013-03-05,8,-3.0
2013-03-05,9,0.0
2013-03-05,10,-7.0
2013-03-05,11,4.0
2013-03-05,12,-40.0
2013-03-05,13,1.0
2013-03-05,14,4.0
2013-03-05,15,5.0
2013-03-05,16,5.0
2013-03-05,17,19.0
2013-03-05,18,1.0
2013-03-05,19,8.0
2013-03-05,20,2.0
2013-03-05,21,3.0
2013-03-05,22,-3.0
2013-03-05,23,-12.0
2013-03-06,0,-25.0
2013-03-06,1,2.0
2013-03-06,2,-1.0
2013-03-06,3,1.0
2013-03-06,4,-19.0
2013-03-06,5,-1083.0
2013-03-06,6,0.0
2013-03-06,7,7.0
2013-03-06,8,-2.0
2013-03-06,9,10.0
2013-03-06,10,-10.0
2013-03-06,11,11.0
2013-03-06,12,-4.0
2013-03-06,13,2.0
2013-03-06,14,4.0
2013-03-06,15,5.0
2013-03-06,16,5.0
2013-03-06,17,50.0
2013-03-06,18,6.0
2013-03-06,19,3.0
2013-03-06,20,2.0
2013-03-06,21,6.0
2013-03-06,22,-3.0
2013-03-06,23,-2.0
2013-03-07,0,-27.0
2013-03-07,1,0.0
2013-03-07,2,-1.0
2013-03-07,3,2.0
2013-03-07,4,-22.0
2013-03-07,5,-1982.0
2013-03-07,6,-1.0
2013-03-07,7,2.0
2013-03-07,8,0.0
2013-03-07,9,10.0
2013-03-07,10,-9.0
2013-03-07,11,6.0
2013-03-07,12,-44.0
2013-03-07,13,7.0
2013-03-07,14,4.0
2013-03-07,15,4.0
2013-03-07,16,5.0
2013-03-07,17,40.0
2013-03-07,18,7.0
2013-03-07,19,3.0
2013-03-07,20,3.0
2013-03-07,21,2.0
2013-03-07,22,-5.0
2013-03-07,23,14.0
2013-03-08,0,-28.0
2013-03-08,1,2.0
2013-03-08,2,1.0
2013-03-08,3,3.0
2013-03-08,4,-22.0
2013-03-08,5,-3626.0
2013-03-08,6,9.0
2013-03-08,7,7.0
2013-03-08,8,2.0
2013-03-08,9,9.0
2013-03-08,10,-4.0
2013-03-08,11,4.0
2013-03-08,12,79.0
2013-03-08,13,7.0
2013-03-08,14,4.0
2013-03-08,15,4.0
2013-03-08,16,3.0
2013-03-08,17,-17.0
2013-03-08,18,5.0
2013-03-08,19,5.0
2013-03-08,20,6.0
2013-03-08,21,6.0
2013-03-08,22,-7.0
2013-03-08,23,31.0
2013-03-09,0,4.0
2013-03-09,1,5.0
2013-03-09,2,5.0
2013-03-09,3,4.0
2013-03-09,4,82.0
2013-03-09,5,4.0
2013-03-09,6,4.0
2013-03-09,7,4.0
2013-03-09,8,5.0
2013-03-09,9,7.0
2013-03-09,10,9.0
2013-03-09,11,5.0
2013-03-09,12,4.0
2013-03-09,13,2.0
2013-03-09,14,10.0
2013-03-09,15,4.0
2013-03-09,16,5.0
2013-03-09,17,5.0
2013-03-09,18,6.0
2013-03-09,19,9.0
2013-03-09,20,5.0
2013-03-09,21,5.0
2013-03-09,22,5.0
2013-03-09,23,4.0
2013-03-10,0,4.0
2013-03-10,1,5.0
2013-03-10,2,5.0
2013-03-10,3,4.0
2013-03-10,4,30.0
2013-03-10,5,4.0
2013-03-10,6,3.0
2013-03-10,7,4.0
2013-03-10,8,6.0
2013-03-10,9,5.0
2013-03-10,10,15.0
2013-03-10,11,4.0
2013-03-10,12,3.0
2013-03-10,13,4.0
2013-03-10,14,10.0
2013-03-10,15,3.0
2013-03-10,16,5.0
2013-03-10,17,5.0
2013-03-10,18,6.0
2013-03-10,19,9.0
2013-03-10,20,4.0
2013-03-10,21,5.0
2013-03-10,22,5.0
2013-03-10,23,3.0
